PeakID (cmd=annotatePeaks.pl gain_WTvW281X.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
16385	chr10	119317370	119317869	+	0	NA	intron (NM_005308, intron 1 of 15)	intron (NM_005308, intron 1 of 15)	-60353	NR_039829	100616398		NR_039829	ENSG00000265719	MIR4681	-	microRNA 4681	ncRNA
17223	chr10	68284141	68284640	+	0	NA	TTS (NM_001033083)	TTS (NM_001033083)	-47303	NM_001322438	3189	Hs.643472	NM_012207	ENSG00000096746	HNRNPH3	2H9|HNRPH3	heterogeneous nuclear ribonucleoprotein H3	protein-coding
20968	chrX	45714849	45715348	+	0	NA	Intergenic	Intergenic	-15990	NR_102268	392452	Hs.745266	NR_102268		LOC392452	-	mitochondrial fission factor pseudogene	pseudo
23098	chr1	42806579	42807078	+	0	NA	TTS (NM_199342)	TTS (NM_199342)	-10294	NM_001017922	114625	Hs.439437	NM_018538	ENSG00000164010	ERMAP	BTN5|PRO2801|RD|SC	erythroblast membrane associated protein (Scianna blood group)	protein-coding
16614	chr3	101279703	101280202	+	0	NA	intron (NM_016247, intron 4 of 18)	intron (NM_016247, intron 4 of 18)	40623	NM_016247	50939	Hs.209249	NM_016247	ENSG00000081148	IMPG2	IPM200|RP56|SPACRCAN|VMD5	interphotoreceptor matrix proteoglycan 2	protein-coding
363	chr2	148614646	148615145	+	0	NA	Intergenic	Intergenic	-29856	NM_015630	26122	Hs.23270	NM_015630	ENSG00000135999	EPC2	EPC-LIKE	enhancer of polycomb homolog 2	protein-coding
5599	chr8	98179060	98179559	+	0	NA	Intergenic	Intergenic	61469	NM_015029	10940	Hs.252828	NM_015029	ENSG00000104356	POP1	ANXD2	POP1 homolog, ribonuclease P/MRP subunit	protein-coding
15079	chr16	14096112	14096611	+	0	NA	intron (NM_001365418, intron 3 of 5)	AluSz|SINE|Alu	25042	NM_001365421	57496	Hs.49143	NM_014048	ENSG00000186260	MRTFB	MKL2|MRTF-B|NPD001	myocardin related transcription factor B	protein-coding
17581	chr2	75025921	75026420	+	0	NA	Intergenic	L2a|LINE|L2	-64642	NR_049796	100846995		NR_049796	ENSG00000263909	MIR5000	-	microRNA 5000	ncRNA
6685	chr3	14170793	14171292	+	0	NA	intron (NM_001354726, intron 2 of 14)	intron (NM_001354726, intron 2 of 14)	7559	NM_001354727	7508	Hs.475538	NM_004628	ENSG00000154767	XPC	RAD4|XP3|XPCC|p125	XPC complex subunit, DNA damage recognition and repair factor	protein-coding
29901	chr10	107441923	107442422	+	0	NA	Intergenic	Intergenic	-277466	NM_001206572	114815	Hs.591915	NM_052918	ENSG00000108018	SORCS1	hSorCS	sortilin related VPS10 domain containing receptor 1	protein-coding
11558	chr9	79447666	79448165	+	0	NA	Intergenic	Intergenic	-123858	NM_001351558	7091	Hs.444213	NM_007005	ENSG00000106829	TLE4	BCE-1|BCE1|E(spI)|E(spl)|ESG|ESG4|GRG4|Grg-4	TLE family member 4, transcriptional corepressor	protein-coding
15973	chrX	9542091	9542590	+	0	NA	intron (NM_001139468, intron 3 of 17)	Arthur1B|DNA|hAT-Tip100	77282	NM_005647	6907	Hs.495656	NM_005647	ENSG00000101849	TBL1X	EBI|SMAP55|TBL1	transducin beta like 1 X-linked	protein-coding
9725	chr1	95087110	95087609	+	0	NA	Intergenic	Intergenic	-5158	NM_001199679	148534	Hs.483512	NM_152487	ENSG00000152078	TLCD4	TMEM56	TLC domain containing 4	protein-coding
366	chr2	30252963	30253462	+	0	NA	intron (NM_030915, intron 2 of 2)	intron (NM_030915, intron 2 of 2)	21678	NM_030915	81606	Hs.567598	NM_030915	ENSG00000213626	LBH	-	LBH regulator of WNT signaling pathway	protein-coding
16314	chr13	23753391	23753890	+	0	NA	intron (NM_005932, intron 18 of 18)	intron (NM_005932, intron 18 of 18)	-135228	NM_001014442	542767	Hs.642624	NM_001014442		PCOTH	C1QTNF9B-AS1	Pro-X-Gly collagen triple helix like repeat containing	protein-coding
22827	chr12	64088307	64088806	+	0	NA	intron (NM_001346201, intron 11 of 21)	MamRep605|LTR?|LTR?	133740	NM_152440	144577	Hs.444671	NM_152440	ENSG00000174206	C12orf66	-	chromosome 12 open reading frame 66	protein-coding
9847	chr2	144357897	144358396	+	0	NA	Intergenic	Intergenic	-25077	NM_001354360	79712	Hs.44780	NM_024659	ENSG00000121964	GTDC1	Hmat-Xa|mat-Xa	glycosyltransferase like domain containing 1	protein-coding
7970	chr8	97293743	97294242	+	0	NA	intron (NR_125390, intron 2 of 2)	intron (NR_125390, intron 2 of 2)	-16064	NM_033512	85453	Hs.173094	NM_033512	ENSG00000180543	TSPYL5	-	TSPY like 5	protein-coding
24580	chr8	129439525	129440024	+	0	NA	intron (NR_130920, intron 1 of 3)	MLT1O|LTR|ERVL-MaLR	44368	NR_037457	100500839		NR_037457	ENSG00000263763	MIR3686	-	microRNA 3686	ncRNA
26533	chr2	25786967	25787466	+	0	NA	intron (NM_001369347, intron 1 of 9)	LTR40c|LTR|ERVL	7475	NM_001369347	55252	Hs.119815	NM_018263	ENSG00000143970	ASXL2	ASXH2|SHAPNS	ASXL transcriptional regulator 2	protein-coding
8007	chr3	66851897	66852396	+	0	NA	Intergenic	L1MEb|LINE|L1	-113810	NR_135533	105377143	Hs.553944	NR_135533		LOC105377143	-	uncharacterized LOC105377143	ncRNA
4993	chr14	23640497	23640996	+	0	NA	intron (NM_005794, intron 4 of 8)	intron (NM_005794, intron 4 of 8)	4382	NM_182908	10202	Hs.272499	NM_005794	ENSG00000100867	DHRS2	HEP27|SDR25C1	dehydrogenase/reductase 2	protein-coding
16685	chr20	16509308	16509807	+	0	NA	intron (NM_001199866, intron 6 of 22)	L1ME4b|LINE|L1	63891	NM_001199865	55614	Hs.101774	NM_024704	ENSG00000089177	KIF16B	C20orf23|KISC20ORF|SNX23	kinesin family member 16B	protein-coding
19730	chr14	45084959	45085458	+	0	NA	intron (NM_017922, intron 1 of 13)	intron (NM_017922, intron 1 of 13)	1092	NM_017922	55015	Hs.274337	NM_017922	ENSG00000185246	PRPF39	-	pre-mRNA processing factor 39	protein-coding
3152	chr3	46400113	46400612	+	0	NA	intron (NR_125406, intron 1 of 3)	L2|LINE|L2	6697	NR_125406	102724297	Hs.622021	NR_125406		LOC102724297	-	uncharacterized LOC102724297	ncRNA
19956	chr6	37990909	37991408	+	0	NA	intron (NM_021943, intron 2 of 5)	intron (NM_021943, intron 2 of 5)	171431	NM_021943	60685	Hs.36959	NM_021943	ENSG00000156639	ZFAND3	TEX27	zinc finger AN1-type containing 3	protein-coding
2852	chr7	17557738	17558237	+	0	NA	intron (NR_110013, intron 1 of 3)	intron (NR_110013, intron 1 of 3)	922	NR_110013	101927630	Hs.583400	NR_110013	ENSG00000236039	LOC101927630	-	uncharacterized LOC101927630	ncRNA
23202	chr12	102281178	102281677	+	0	NA	Intergenic	Intergenic	-83594	NM_002674	5367	Hs.707990	NM_002674	ENSG00000183395	PMCH	MCH|ppMCH	pro-melanin concentrating hormone	protein-coding
3453	chr3	24968026	24968525	+	0	NA	intron (NM_001290216, intron 2 of 10)	intron (NM_001290216, intron 2 of 10)	138952	NM_001290216	5915	Hs.543218	NM_000965	ENSG00000077092	RARB	HAP|MCOPS12|NR1B2|RARbeta1|RRB2	retinoic acid receptor beta	protein-coding
1021	chr5	173515469	173515968	+	0	NA	Intergenic	Intergenic	-63916	NR_027109	285593	Hs.409730	NR_027108	ENSG00000253955	LOC285593	-	uncharacterized LOC285593	ncRNA
25648	chr2	54519810	54520309	+	0	NA	intron (NM_003128, intron 1 of 35)	intron (NM_003128, intron 1 of 35)	-9163	NR_002229	56969	Hs.657366	NM_020217		RPL23AP32	RPL23A_9_220	ribosomal protein L23a pseudogene 32	pseudo
15641	chr6	118781837	118782336	+	0	NA	promoter-TSS (NR_037662)	promoter-TSS (NR_037662)	-622	NR_037662	100287632	Hs.334026	NR_037662		SELENOKP3	-	selenoprotein K pseudogene 3	pseudo
9105	chr3	123632155	123632654	+	0	NA	intron (NM_001321309, intron 28 of 32)	intron (NM_001321309, intron 28 of 32)	-11856	NM_053032	4638	Hs.477375	NM_005965	ENSG00000065534	MYLK	AAT7|KRP|MLCK|MLCK1|MLCK108|MLCK210|MSTP083|MYLK1|smMLCK	myosin light chain kinase	protein-coding
11506	chr14	75864238	75864737	+	0	NA	intron (NM_015072, intron 29 of 31)	L2a|LINE|L2	117508	NM_001329938	7043	Hs.592317	NM_003239	ENSG00000119699	TGFB3	ARVD|ARVD1|LDS5|RNHF|TGF-beta3	transforming growth factor beta 3	protein-coding
22520	chr10	11793909	11794408	+	0	NA	Intergenic	Intergenic	-29198	NM_153256	254427	Hs.435775	NM_153256	ENSG00000148426	PROSER2	C10orf47	proline and serine rich 2	protein-coding
4559	chr1	209389122	209389621	+	0	NA	Intergenic	Intergenic	17316	NR_146491	101929476	Hs.568721	NR_146491		LINC01698	-	long intergenic non-protein coding RNA 1698	ncRNA
24887	chr5	173474742	173475241	+	0	NA	Intergenic	MIR|SINE|MIR	-104643	NR_027109	285593	Hs.409730	NR_027108	ENSG00000253955	LOC285593	-	uncharacterized LOC285593	ncRNA
19908	chr21	19977824	19978323	+	0	NA	Intergenic	MER30|DNA|hAT-Charlie	-78318	NR_146910	105372746	Hs.580899	NR_146910	ENSG00000233480	LINC01683	C21orf40	long intergenic non-protein coding RNA 1683	ncRNA
21551	chr15	75982395	75982894	+	0	NA	intron (NM_138573, intron 3 of 5)	L1MEa|LINE|L1	29780	NM_138573	145957	Hs.732438	NM_138573	ENSG00000169752	NRG4	HRG4	neuregulin 4	protein-coding
27588	chr10	103929570	103930069	+	0	NA	Intergenic	Intergenic	-11635	NM_024928	79991	Hs.62314	NM_024928	ENSG00000107960	STN1	AAF-44|AAF44|OBFC1|RPA-32|bA541N10.2	STN1 subunit of CST complex	protein-coding
1476	chr1	171358575	171359074	+	0	NA	Intergenic	Intergenic	19928	NR_002719	7151	Hs.661092	NR_002719		TOP1P1	-	DNA topoisomerase I pseudogene 1	pseudo
12342	chr3	25047057	25047556	+	0	NA	intron (NM_001290216, intron 2 of 10)	intron (NM_001290216, intron 2 of 10)	217983	NM_001290216	5915	Hs.543218	NM_000965	ENSG00000077092	RARB	HAP|MCOPS12|NR1B2|RARbeta1|RRB2	retinoic acid receptor beta	protein-coding
538	chr2	18829388	18829887	+	0	NA	Intergenic	Intergenic	197334	NR_135287	400945	Hs.502854	NR_135287	ENSG00000236204	LINC01376	-	long intergenic non-protein coding RNA 1376	ncRNA
23369	chr5	107253127	107253626	+	0	NA	Intergenic	Intergenic	-242362	NR_104671	102467213	Hs.570923	NR_104671	ENSG00000251027	LINC01950	-	long intergenic non-protein coding RNA 1950	ncRNA
24849	chr9	114207082	114207581	+	0	NA	intron (NM_032888, intron 10 of 60)	intron (NM_032888, intron 10 of 60)	-2103	NR_030255	619556		NR_030255	ENSG00000207726	MIR455	MIRN455|hsa-mir-455|mir-455	microRNA 455	ncRNA
34294	chr13	51425363	51425862	+	0	NA	intron (NM_001306091, intron 4 of 19)	MamRTE1|LINE|RTE-BovB	27424	NM_001039937	26512	Hs.439440	NM_012141	ENSG00000102786	INTS6	DBI-1|DDX26|DDX26A|DICE1|HDB|INT6|Notchl2	integrator complex subunit 6	protein-coding
895	chr1	180905849	180906348	+	0	NA	Intergenic	Intergenic	-6799	NM_020950	57710	Hs.734816	NM_020950	ENSG00000135835	KIAA1614	-	KIAA1614	protein-coding
20393	chr8	65568151	65568650	+	0	NA	Intergenic	Intergenic	-5734	NR_033893	286186	Hs.449427	NR_033893	ENSG00000254081	LINC01299	-	long intergenic non-protein coding RNA 1299	ncRNA
11023	chr17	30695494	30695993	+	0	NA	Intergenic	L1ME3|LINE|L1	-13865	NR_024187	440423	Hs.628886	NR_024187		SUZ12P1	SUZ12P	SUZ12 pseudogene 1	pseudo
20693	chr6	134663764	134664263	+	0	NA	Intergenic	Intergenic	-124008	NR_125855	101928304	Hs.555076	NR_125855		LOC101928304	-	uncharacterized LOC101928304	ncRNA
16080	chr6	38391169	38391668	+	0	NA	intron (NM_052893, intron 7 of 11)	intron (NM_052893, intron 7 of 11)	-90178	NR_144472	101929425	Hs.665280	NR_144472	ENSG00000226533	BTBD9-AS1	-	BTBD9 antisense RNA 1	ncRNA
14939	chr7	83420746	83421245	+	0	NA	intron (NM_001178129, intron 4 of 16)	L1PREC2|LINE|L1	220436	NM_001178129	9723	Hs.440730	NM_012431	ENSG00000170381	SEMA3E	M-SEMAH|M-SemaK|SEMAH|coll-5	semaphorin 3E	protein-coding
13091	chr2	46431152	46431651	+	0	NA	intron (NR_103805, intron 1 of 3)	L2|LINE|L2	2211	NR_103805	101805491	Hs.304781	NR_103805	ENSG00000187600	LINC02583	-	long intergenic non-protein coding RNA 2583	ncRNA
14033	chr7	93339912	93340411	+	0	NA	intron (NM_001257998, intron 23 of 28)	intron (NM_001257998, intron 23 of 28)	107795	NM_017667	55610	Hs.202424	NM_017667	ENSG00000004766	VPS50	CCDC132|VPS54L	VPS50 subunit of EARP/GARPII complex	protein-coding
12642	chr16	56912080	56912579	+	0	NA	intron (NM_001126108, intron 25 of 25)	intron (NM_001126108, intron 25 of 25)	8065	NR_106923	102466752		NR_106923	ENSG00000283471	MIR6863	hsa-mir-6863	microRNA 6863	ncRNA
23669	chr5	125454997	125455496	+	0	NA	Intergenic	L1MC5|LINE|L1	-38015	NR_109887	101927460	Hs.407582	NR_109887	ENSG00000260192	LINC02240	-	long intergenic non-protein coding RNA 2240	ncRNA
10961	chr5	170597358	170597857	+	0	NA	intron (NM_001278339, intron 1 of 7)	intron (NM_001278339, intron 1 of 7)	83863	NR_136214	105377716	Hs.570880	NR_136214	ENSG00000253591	LOC105377716	-	uncharacterized LOC105377716	ncRNA
11929	chrX	109374514	109375013	+	0	NA	intron (NM_001522, intron 19 of 19)	intron (NM_001522, intron 19 of 19)	107323	NM_001522	2986	Hs.123074	NM_001522	ENSG00000101890	GUCY2F	CYGF|GC-F|GUC2DL|GUC2F|RETGC-2|ROS-GC2	guanylate cyclase 2F, retinal	protein-coding
32717	chr6	110295447	110295946	+	0	NA	intron (NM_001123364, intron 4 of 4)	intron (NM_001123364, intron 4 of 4)	34362	NM_001354595	728464	Hs.634429	NM_001123364	ENSG00000053328	METTL24	C6orf186	methyltransferase like 24	protein-coding
13172	chr10	60959302	60959801	+	0	NA	intron (NM_001350906, intron 2 of 12)	intron (NM_001350906, intron 2 of 12)	-14825	NM_001350911	9886	Hs.737374	NM_014836	ENSG00000072422	RHOBTB1	-	Rho related BTB domain containing 1	protein-coding
17875	chr2	46187167	46187666	+	0	NA	3' UTR (NM_005400, exon 15 of 15)	3' UTR (NM_005400, exon 15 of 15)	-109991	NM_001430	2034	Hs.468410	NM_001430	ENSG00000116016	EPAS1	ECYT4|HIF2A|HLF|MOP2|PASD2|bHLHe73	endothelial PAS domain protein 1	protein-coding
28241	chr16	20483557	20484056	+	0	NA	intron (NM_001308172, intron 13 of 13)	MLT1K|LTR|ERVL-MaLR	32285	NM_001308172	123876	Hs.298252	NM_001010845	ENSG00000183747	ACSM2A	A-923A4.1|ACSM2	acyl-CoA synthetase medium chain family member 2A	protein-coding
31241	chr3	30848016	30848515	+	0	NA	intron (NM_207359, intron 6 of 14)	intron (NM_207359, intron 6 of 14)	46396	NM_207359	339896	Hs.657052	NM_207359	ENSG00000144644	GADL1	ADC|CSADC|HuADC|HuCSADC	glutamate decarboxylase like 1	protein-coding
15341	chr3	24688725	24689224	+	0	NA	Intergenic	L2b|LINE|L2	-140349	NM_001290216	5915	Hs.543218	NM_000965	ENSG00000077092	RARB	HAP|MCOPS12|NR1B2|RARbeta1|RRB2	retinoic acid receptor beta	protein-coding
17709	chr2	106124299	106124798	+	0	NA	intron (NM_025076, intron 8 of 14)	intron (NM_025076, intron 8 of 14)	14333	NM_001253876	80146	Hs.469561	NM_025076	ENSG00000115652	UXS1	SDR6E1|UGD	UDP-glucuronate decarboxylase 1	protein-coding
5953	chr4	83357167	83357666	+	0	NA	Intergenic	L1ME2z|LINE|L1	-22263	NM_006665	10855	Hs.44227	NM_006665	ENSG00000173083	HPSE	HPA|HPA1|HPR1|HPSE1|HSE1	heparanase	protein-coding
26250	chr3	143035437	143035936	+	0	NA	intron (NM_001080415, intron 19 of 27)	intron (NM_001080415, intron 19 of 27)	34116	NM_001320219	23350	Hs.596572	NM_001080415	ENSG00000163714	U2SURP	SR140|fSAPa	U2 snRNP associated SURP domain containing	protein-coding
8383	chr21	16891752	16892251	+	0	NA	Intergenic	L2b|LINE|L2	301764	NR_029694	406912		NR_029694	ENSG00000207863	MIR125B2	MIRN125B2|mir-125b-2	microRNA 125b-2	ncRNA
22788	chr6	138468552	138469051	+	0	NA	intron (NM_020464, intron 3 of 6)	Tigger3b|DNA|TcMar-Tigger	30693	NM_001144060	57224	Hs.652741	NM_020464	ENSG00000135540	NHSL1	C6orf63	NHS like 1	protein-coding
9327	chr5	175572915	175573414	+	0	NA	Intergenic	L1MB7|LINE|L1	-84907	NM_001367711	3274	Hs.247885	NM_022304	ENSG00000113749	HRH2	H2R|HH2R	histamine receptor H2	protein-coding
32995	chr20	53081197	53081696	+	0	NA	intron (NM_173485, intron 1 of 2)	Tigger9b|DNA|TcMar-Tigger	-103837	NM_001193421	128553	Hs.473117	NM_173485	ENSG00000182463	TSHZ2	C20orf17|OVC10-2|TSH2|ZABC2|ZNF218	teashirt zinc finger homeobox 2	protein-coding
25796	chr1	51699243	51699742	+	0	NA	intron (NM_148906, intron 2 of 22)	intron (NM_148906, intron 2 of 22)	-30358	NM_001330580	114883	Hs.21938	NM_024586	ENSG00000117859	OSBPL9	ORP-9|ORP9	oxysterol binding protein like 9	protein-coding
27720	chr12	31673804	31674303	+	0	NA	TTS (NM_001135863)	TTS (NM_001135863)	14365	NM_001135863	254013	Hs.740628	NM_173802	ENSG00000139160	ETFBKMT	C12orf72|ETFB-KMT|METTL20	electron transfer flavoprotein subunit beta lysine methyltransferase	protein-coding
12926	chr6	149170799	149171298	+	0	NA	Intergenic	Intergenic	-46876	NR_125861	23118	Hs.269775	NM_015093	ENSG00000055208	TAB2	CHTD2|MAP3K7IP2|TAB-2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	protein-coding
11731	chr8	98368675	98369174	+	0	NA	Intergenic	Intergenic	24814	NR_162095	113218497		NR_162095		MIR9903	-	microRNA 9903	ncRNA
17913	chr2	224343175	224343674	+	0	NA	Intergenic	Intergenic	58570	NM_024785	79843	Hs.147585	NM_024785	ENSG00000124019	FAM124B	-	family with sequence similarity 124 member B	protein-coding
17019	chr12	104454966	104455465	+	0	NA	Intergenic	Intergenic	-1733	NM_001173982	50515	Hs.17569	NM_018413	ENSG00000171310	CHST11	C4ST|C4ST-1|C4ST1|HSA269537|OCBMD	carbohydrate sulfotransferase 11	protein-coding
26454	chr17	73240427	73240926	+	0	NA	intron (NM_001288771, intron 3 of 4)	intron (NM_001288771, intron 3 of 4)	8015	NM_001100621	55028	Hs.12929	NM_017941	ENSG00000141219	C17orf80	HLC-8|MIG3|SPEP1	chromosome 17 open reading frame 80	protein-coding
14721	chr7	16346390	16346889	+	0	NA	intron (NM_001101417, intron 2 of 8)	intron (NM_001101417, intron 2 of 8)	74899	NR_160656	729920	Hs.636502	NM_001101417	ENSG00000214960	CRPPA	ISPD|LGMDR20|MDDGA7|MDDGC7|Nip|hISPD	CDP-L-ribitol pyrophosphorylase A	protein-coding
4867	chr18	524525	525024	+	0	NA	Intergenic	Intergenic	-9480	NR_136505	105376854		NR_136505	ENSG00000264265	LINC01925	-	long intergenic non-protein coding RNA 1925	ncRNA
29857	chr1	171243453	171243952	+	0	NA	Intergenic	Intergenic	-4769	NM_001282694	2326	Hs.1424	NM_002021	ENSG00000010932	FMO1	-	flavin containing dimethylaniline monoxygenase 1	protein-coding
28402	chr13	87172406	87172905	+	0	NA	Intergenic	AluSx1|SINE|Alu	260735	NR_132371	106144533	Hs.525107	NR_132371		LINC00430	-	long intergenic non-protein coding RNA 430	ncRNA
18568	chr12	105214501	105215000	+	0	NA	intron (NM_001251904, intron 4 of 20)	MER21C|LTR|ERVL	18655	NM_001251905	55198	Hs.506603	NM_018171	ENSG00000136044	APPL2	DIP13B	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	protein-coding
31402	chr7	94975152	94975651	+	0	NA	intron (NM_017650, intron 2 of 15)	intron (NM_017650, intron 2 of 15)	65503	NM_001166161	55607	Hs.21816	NM_017650	ENSG00000158528	PPP1R9A	NRB1|NRBI|Neurabin-I	protein phosphatase 1 regulatory subunit 9A	protein-coding
21900	chr1	14926137	14926636	+	0	NA	intron (NM_001370229, intron 1 of 7)	intron (NM_001370229, intron 1 of 7)	2257	NM_001018000	23254	Hs.368823	NM_015209	ENSG00000189337	KAZN	KAZ	kazrin, periplakin interacting protein	protein-coding
15138	chr7	28939256	28939755	+	0	NA	Intergenic	Intergenic	18825	NM_014817	9865	Hs.744120	NM_014817	ENSG00000255690	TRIL	-	TLR4 interactor with leucine rich repeats	protein-coding
32007	chr11	96259395	96259894	+	0	NA	intron (NM_032427, intron 1 of 4)	intron (NM_032427, intron 1 of 4)	-81794	NR_036125	100422991		NR_036125	ENSG00000266192	MIR1260B	mir-1260b	microRNA 1260b	ncRNA
30958	chr3	183047249	183047748	+	0	NA	intron (NR_120639, intron 7 of 15)	L1MC1|LINE|L1	51745	NR_120640	56922	Hs.47649	NM_020166	ENSG00000078070	MCCC1	MCC-B|MCCA	methylcrotonoyl-CoA carboxylase 1	protein-coding
24992	chr4	104966538	104967037	+	0	NA	Intergenic	MIR3|SINE|MIR	-179088	NM_017628	54790	Hs.367639	NM_017628	ENSG00000168769	TET2	KIAA1546|MDS	tet methylcytosine dioxygenase 2	protein-coding
12509	chr6	145148370	145148869	+	0	NA	Intergenic	LTR16A|LTR|ERVL	538258	NM_001368132	7957	Hs.486696	NM_005670	ENSG00000112425	EPM2A	EPM2|MELF	EPM2A glucan phosphatase, laforin	protein-coding
4837	chr10	4243605	4244104	+	0	NA	promoter-TSS (NR_108040)	promoter-TSS (NR_108040)	58	NR_108040	100652988	Hs.433011	NR_108040		LINC00702	-	long intergenic non-protein coding RNA 702	ncRNA
34490	chr6	71460862	71461361	+	0	NA	Intergenic	L1MEi|LINE|L1	40084	NR_121615	102724000	Hs.145785	NR_121615		LINC01626	-	long intergenic non-protein coding RNA 1626	ncRNA
13448	chr4	37648084	37648583	+	0	NA	intron (NM_001085400, intron 2 of 6)	intron (NM_001085400, intron 2 of 6)	38043	NM_001085400	768211	Hs.283378	NM_001085399	ENSG00000181826	RELL1	-	RELT like 1	protein-coding
34818	chr8	128141891	128142390	+	0	NA	Intergenic	Intergenic	-7976	NR_031613	100302281		NR_031613	ENSG00000221261	MIR1208	MIRN1208|hsa-mir-1208	microRNA 1208	ncRNA
21182	chr6	150244180	150244679	+	0	NA	intron (NM_030949, intron 3 of 3)	intron (NM_030949, intron 3 of 3)	101385	NM_030949	81706	Hs.486798	NM_030949	ENSG00000198729	PPP1R14C	CPI17-like|KEPI|NY-BR-81	protein phosphatase 1 regulatory inhibitor subunit 14C	protein-coding
29233	chr6	130851064	130851563	+	0	NA	intron (NM_001350320, intron 15 of 15)	intron (NM_001350320, intron 15 of 15)	23908	NM_001195597	100507203	Hs.388715	NM_001195597	ENSG00000256162	SMLR1	-	small leucine rich protein 1	protein-coding
1092	chr3	64977213	64977712	+	0	NA	intron (NR_038264, intron 4 of 5)	MLT1K|LTR|ERVL-MaLR	-289462	NM_001318781	56999	Hs.656071	NM_182920	ENSG00000163638	ADAMTS9	-	ADAM metallopeptidase with thrombospondin type 1 motif 9	protein-coding
7184	chr4	119103230	119103729	+	0	NA	Intergenic	MIRc|SINE|MIR	-32305	NM_016599	51778	Hs.732122	NM_016599	ENSG00000172399	MYOZ2	C4orf5|CMH16|CS-1|FATZ-2	myozenin 2	protein-coding
15815	chr4	156961828	156962327	+	0	NA	intron (NR_036641, intron 1 of 6)	intron (NR_036641, intron 1 of 6)	9722	NM_016205	56034	Hs.570855	NM_016205	ENSG00000145431	PDGFC	FALLOTEIN|SCDGF	platelet derived growth factor C	protein-coding
22132	chr3	127865951	127866450	+	0	NA	Intergenic	HAL1b|LINE|L1	-42950	NM_001003794	11343	Hs.277035	NM_007283	ENSG00000074416	MGLL	HU-K5|HUK5|MAGL|MGL	monoglyceride lipase	protein-coding
33904	chr4	136113941	136114440	+	0	NA	Intergenic	LTR51|LTR|ERV1	-200510	NR_103763	100507528	Hs.518987	NR_103762	ENSG00000248330	LINC00613	-	long intergenic non-protein coding RNA 613	ncRNA
30906	chr8	66560661	66561160	+	0	NA	Intergenic	Intergenic	52308	NM_001144755	4603	Hs.445898	NM_001080416	ENSG00000185697	MYBL1	A-MYB|AMYB	MYB proto-oncogene like 1	protein-coding
13855	chr5	124908834	124909333	+	0	NA	Intergenic	Intergenic	-127748	NR_109882	101927421	Hs.121305	NR_109882		LOC101927421	-	uncharacterized LOC101927421	ncRNA
17152	chr7	82179234	82179733	+	0	NA	intron (NM_000722, intron 3 of 38)	intron (NM_000722, intron 3 of 38)	170306	NR_110076	101927356	Hs.571348	NR_110076	ENSG00000223770	LOC101927356	-	uncharacterized LOC101927356	ncRNA
862	chr4	159272469	159272968	+	0	NA	intron (NM_001351727, intron 1 of 24)	intron (NM_001351727, intron 1 of 24)	4909	NM_014247	9693	Hs.744884	NM_014247	ENSG00000109756	RAPGEF2	CNrasGEF|NRAPGEP|PDZ-GEF1|PDZGEF1|RA-GEF|RA-GEF-1|RAGEF|Rap-GEP|nRap GEP	Rap guanine nucleotide exchange factor 2	protein-coding
10027	chr8	25175178	25175677	+	0	NA	Intergenic	Intergenic	-9262	NM_024940	80005	Hs.195403	NM_024940	ENSG00000147459	DOCK5	-	dedicator of cytokinesis 5	protein-coding
21697	chr13	97257803	97258302	+	0	NA	intron (NM_144778, intron 1 of 8)	intron (NM_144778, intron 1 of 8)	35719	NM_144778	10150	Hs.657347	NM_144778	ENSG00000139793	MBNL2	MBLL|MBLL39|PRO2032	muscleblind like splicing regulator 2	protein-coding
33659	chr2	101267331	101267830	+	0	NA	intron (NM_017546, intron 5 of 6)	intron (NM_017546, intron 5 of 6)	5469	NR_003070	692205	Hs.656503	NR_003070	ENSG00000212283	SNORD89	HBII-289	small nucleolar RNA, C/D box 89	snoRNA
18803	chr7	43362687	43363186	+	0	NA	intron (NM_001287059, intron 5 of 27)	intron (NM_001287059, intron 5 of 27)	159606	NR_038276	100506895	Hs.676047	NR_038276	ENSG00000231638	LUARIS	SCAT6|lncRNA32	lncRNA upregulator of antiviral response interferon signaling	ncRNA
9672	chr14	88516892	88517391	+	0	NA	exon (NM_007039, exon 3 of 19)	exon (NM_007039, exon 3 of 19)	37866	NM_007039	11099	Hs.437040	NM_007039	ENSG00000070778	PTPN21	PTPD1|PTPRL10	protein tyrosine phosphatase non-receptor type 21	protein-coding
23441	chr7	40799327	40799826	+	0	NA	intron (NM_024728, intron 14 of 14)	intron (NM_024728, intron 14 of 14)	180363	NR_110831	101928744	Hs.639767	NR_110831	ENSG00000232458	LINC01450	-	long intergenic non-protein coding RNA 1450	ncRNA
15782	chr15	63496944	63497443	+	0	NA	Intergenic	Intergenic	-7318	NM_001256702	9960	Hs.458499	NM_006537	ENSG00000140455	USP3	SIH003|UBP	ubiquitin specific peptidase 3	protein-coding
