"","seqnames","start","end","width","strand","Conc","Conc_WT","Conc_MUTANT","Fold","p.value","FDR"
"105775","chr6",170038097,170038597,501,"*",5.65781539512782,6.49492726514255,3.43032454615056,3.06460271899199,2.08598016437257e-11,3.27083752547576e-09
"62488","chr2",100119170,100119670,501,"*",5.43219226932239,6.33074941446963,2.55174081969369,3.77900859477594,2.10047211700622e-11,3.28949492575893e-09
"52149","chr18",23719527,23720027,501,"*",5.84034691006029,6.63991608078146,3.89370150264625,2.74621457813521,2.11173842230859e-11,3.30068656812795e-09
"58375","chr2",19774621,19775121,501,"*",5.64680908739152,6.49609782974692,3.31320211938458,3.18289571036234,2.11282241771505e-11,3.30068656812795e-09
"8832","chr1",178629145,178629645,501,"*",5.4593229668103,6.34875014539019,2.6986919993566,3.65005814603359,2.15012582919885e-11,3.35483101704223e-09
"78070","chr3",55343650,55344150,501,"*",5.57974852741592,6.43365583815188,3.20350805937271,3.23014777877917,2.15983267903839e-11,3.36188912212939e-09
"115812","chr8",92758290,92758790,501,"*",5.42095044532254,6.32441813660605,2.47134273021257,3.85307540639348,2.16089747383433e-11,3.36188912212939e-09
"110214","chr7",96657555,96658055,501,"*",5.86084539977228,6.65598527702214,3.94357192325006,2.71241335377208,2.16260013532115e-11,3.36188912212939e-09
"87658","chr4",107619050,107619550,501,"*",5.50570237196421,6.38260458006659,2.89370150264625,3.48890307742034,2.1894000705293e-11,3.39938528453834e-09
"52038","chr18",22318511,22319011,501,"*",5.45086189698867,6.35451011157706,2.49864295450465,3.85586715707241,2.22661145367757e-11,3.45293540491328e-09
"90274","chr4",171880061,171880561,501,"*",5.8713020839222,6.67103357255486,3.92356712485579,2.74746644769906,2.26196822471962e-11,3.50348221296865e-09
"19299","chr11",7612635,7613135,501,"*",6.01789016346813,6.78580620866358,4.26735579120457,2.518450417459,2.27014854551499e-11,3.51186443043497e-09
"9709","chr1",200296152,200296652,501,"*",5.59669349655338,6.45064858805082,3.22000459389917,3.23064399415165,2.29358210354518e-11,3.54379387331198e-09
"37534","chr14",76904900,76905400,501,"*",6.03806729588176,6.79999568900651,4.32136915152421,2.47862653748231,2.31115258516675e-11,3.56481445519147e-09
"77665","chr3",49781397,49781897,501,"*",5.97048217797841,6.74685857985257,4.1704923338446,2.57636624600797,2.31280728456987e-11,3.56481445519147e-09
"94277","chr5",107466299,107466799,501,"*",6.22645706716917,6.95671659330084,4.67456515008039,2.28215144322044,2.33401144924441e-11,3.59313131504311e-09
"99491","chr6",24323805,24324305,501,"*",5.39784241992525,6.30537978415557,2.38810593455224,3.91727384960332,2.33739850670396e-11,3.593983943908e-09
"119174","chr9",21450895,21451395,501,"*",5.38227526924264,6.31179497896547,1.99177589082258,4.32001908814289,2.34329695998209e-11,3.59869135554053e-09
"14950","chr10",58023588,58024088,501,"*",5.40386019128993,6.31179497896547,2.38810593455224,3.92368904441322,2.35020281693368e-11,3.60493262072154e-09
"84706","chr4",8665662,8666162,501,"*",5.51501915005762,6.38191275981281,3.01086298143031,3.37104977838249,2.36820565077317e-11,3.62815970062654e-09
"94930","chr5",124554749,124555249,501,"*",5.39363485836329,6.30283052391347,2.35860942252891,3.94422110138457,2.37142079444357e-11,3.62870290249403e-09
"50948","chr17",78862065,78862565,501,"*",5.82355217906959,6.63123181552294,3.8212771296121,2.80995468591084,2.38292867439022e-11,3.64191889402106e-09
"26236","chr12",28708856,28709356,501,"*",5.38410631060288,6.31179497896547,2.02970084050329,4.28209413846217,2.40233275774879e-11,3.66715661836281e-09
"15914","chr10",77431171,77431671,501,"*",5.83986128385073,6.64395019070239,3.86251868060614,2.78143151009625,2.43570641431427e-11,3.71363257293983e-09
"23250","chr11",86569995,86570495,501,"*",5.811819314503,6.61947490584392,3.80971287315607,2.80976203268785,2.44771534506402e-11,3.72746202823602e-09
"87676","chr4",107896061,107896561,501,"*",5.40580874455099,6.34391914724721,1.83204894033919,4.51187020690801,2.45266859845814e-11,3.73052658335267e-09
"107517","chr7",28041358,28041858,501,"*",5.95179451594395,6.73078140355887,4.13613593204834,2.59464547151053,2.46794120585318e-11,3.74926081251362e-09
"69178","chr20",10660170,10660670,501,"*",5.63459131367659,6.4808181099137,3.32849723210632,3.15232087780737,2.48691012962488e-11,3.77355889668869e-09
"11022","chr1",219938676,219939176,501,"*",5.50498204080965,6.38730796596788,2.83064694640156,3.55666101956632,2.50562631784619e-11,3.797415886158e-09
"79506","chr3",101036185,101036685,501,"*",5.55744457508804,6.41601432888,3.13670332041484,3.27931100846516,2.53010568043059e-11,3.82993992570384e-09
"97259","chr5",167294829,167295329,501,"*",5.4350349275012,6.32441813660605,2.67495583233035,3.64946230427569,2.54671978381816e-11,3.85049461283553e-09
"64906","chr2",168697608,168698108,501,"*",5.74570208523834,6.56772794201497,3.6386028898411,2.92912505217387,2.55207932311519e-11,3.85400436066439e-09
"53073","chr18",50748397,50748897,501,"*",5.51659736813337,6.38547273193112,2.99177589082258,3.39369684110854,2.56738724770041e-11,3.87251138103796e-09
"107009","chr7",22668873,22669373,501,"*",5.70356339791672,6.52981426614254,3.56387191313417,2.96594235300837,2.63583836956345e-11,3.9704505100145e-09
"8862","chr1",179164426,179164926,501,"*",5.74138444426594,6.55798432027383,3.67495583233035,2.88302848794348,2.63857864278231e-11,3.9704505100145e-09
"61288","chr2",69138354,69138854,501,"*",5.53428102098903,6.39940616465311,3.04829589296735,3.35111027168576,2.64489940254527e-11,3.97524619682077e-09
"41323","chr15",71279067,71279567,501,"*",5.40035822945764,6.33633901110016,1.87434948620125,4.46198952489891,2.65703595441898e-11,3.98876124130126e-09
"111902","chr7",131897085,131897585,501,"*",5.45526556040497,6.34072529213276,2.74353473138517,3.59719056074759,2.70032025102385e-11,4.04894827993945e-09
"106901","chr7",20199284,20199784,501,"*",5.72495418631498,6.55543970401107,3.55174081969369,3.00369888431738,2.7319912357067e-11,4.09160038054151e-09
"63118","chr2",117958119,117958619,501,"*",5.42509526569263,6.33074941446963,2.44351592115123,3.8872334933184,2.74028026538848e-11,4.09811187973861e-09
"121790","chr9",106588533,106589033,501,"*",5.50502719007467,6.37279683540539,2.99177589082258,3.38102094458281,2.74493350059328e-11,4.09811187973861e-09
"75381","chr3",4746548,4747048,501,"*",5.43959456666117,6.33503131080352,2.60131019733162,3.7337211134719,2.7460308846355e-11,4.09811187973861e-09
"81897","chr3",154668433,154668933,501,"*",5.38933314499273,6.30780084901232,2.20350805937271,4.10429278963961,2.75958973701863e-11,4.11350737156624e-09
"107858","chr7",33495210,33495710,501,"*",5.49608300401792,6.37765011456281,2.83064694640156,3.54700316816125,2.78727189738993e-11,4.14989453905761e-09
"116852","chr8",114979123,114979623,501,"*",5.37621028193101,6.3149303648204,1.78847056009387,4.52645980472653,2.80555772907278e-11,4.17060267947935e-09
"89698","chr4",156346919,156347419,501,"*",6.01048122258756,6.77979385698403,4.25191869400875,2.52787516297528,2.80955732389069e-11,4.17060267947935e-09
"96865","chr5",157290418,157290918,501,"*",5.80822887729376,6.61537167527698,3.80971287315607,2.80565880212091,2.81104380770886e-11,4.17060267947935e-09
"19560","chr11",10490526,10491026,501,"*",5.36755054590717,6.28670062992661,2.16993808226025,4.11676254766637,2.82689146588674e-11,4.18921537652646e-09
"68336","chr2",235333108,235333608,501,"*",5.58884195109528,6.4419580792533,3.22000459389917,3.22195348535413,2.84292849778308e-11,4.20806494516662e-09
"121594","chr9",99041138,99041638,501,"*",5.51618107141115,6.38501681953307,2.99177589082258,3.39324092871049,2.86423072986015e-11,4.23465497137786e-09
"106463","chr7",11185096,11185596,501,"*",6.1857542140675,6.93249638372593,4.55088965344277,2.38160673028316,2.87788276481819e-11,4.24627522877367e-09
"11628","chr1",230360011,230360511,501,"*",5.59447172696309,6.43952636323852,3.29875747800583,3.14076888523268,2.87878527476536e-11,4.24627522877367e-09
"79442","chr3",100002754,100003254,501,"*",6.29301995797199,7.0121672141442,4.79399039038345,2.21817682376075,2.89845409288706e-11,4.27032170256573e-09
"89877","chr4",159272468,159272968,501,"*",5.77233071090626,6.58990519886749,3.6986919993566,2.8912131995109,2.9061780105232e-11,4.2767342574349e-09
"11527","chr1",228836965,228837465,501,"*",5.38036782916252,6.32118076802804,1.74353473138517,4.57764603664288,2.92233833776798e-11,4.29553259354049e-09
"20288","chr11",28252884,28253384,501,"*",5.41441785695003,6.3116716116363,2.55174081969369,3.75993079194261,2.93756497558275e-11,4.31291657734517e-09
"23019","chr11",82851070,82851570,501,"*",5.97406675832434,6.74962365313517,4.17895510104484,2.57066855209034,2.94223273889599e-11,4.31477580802814e-09
"28950","chr12",88554056,88554556,501,"*",5.51280737528599,6.37765011456281,3.02970084050329,3.34794927405952,2.95738781675089e-11,4.32913543025217e-09
"61495","chr2",71831135,71831635,501,"*",6.27487011367453,6.99248929856885,4.78292952949158,2.20955976907727,2.9588500126357e-11,4.32913543025217e-09
"94320","chr5",107948880,107949380,501,"*",5.58454123821173,6.43543082837157,3.23631462889095,3.19911619948063,2.97050774898507e-11,4.33708240219346e-09
"11616","chr1",230104695,230105195,501,"*",5.99193687626531,6.76505294042125,4.21124129355406,2.55381164686719,2.97111957833232e-11,4.33708240219346e-09
"92708","chr5",74516066,74516566,501,"*",5.38813806751701,6.29503080529773,2.38810593455224,3.90692487074549,2.97943295873801e-11,4.3442187319751e-09
"106890","chr7",19970040,19970540,501,"*",5.50387145496573,6.37337483739637,2.97243288531541,3.40094195208097,2.98407687082337e-11,4.34599448011121e-09
"79090","chr3",72124011,72124511,501,"*",5.44834623999387,6.32943663546375,2.78847056009387,3.54096607536988,2.99648690381937e-11,4.35906372389099e-09
"115309","chr8",73101948,73102448,501,"*",5.72760708180265,6.54396804815303,3.66293967801001,2.88102837014302,3.01263105517929e-11,4.37752891880416e-09
"96924","chr5",158050940,158051440,501,"*",5.42159160073263,6.31745835254371,2.57757444765229,3.73988390489142,3.07581146198529e-11,4.46422008667916e-09
"80096","chr3",120498883,120499383,501,"*",5.39893530463087,6.29698469176556,2.52543615426007,3.77154853750549,3.10196808372671e-11,4.49703834693601e-09
"23273","chr11",86726226,86726726,501,"*",5.87175990590055,6.68340734293926,3.84134928255571,2.84205806038356,3.11997169023649e-11,4.51621161023585e-09
"65592","chr2",181106775,181107275,501,"*",5.37601322537453,6.29759387279494,2.13556832044947,4.16202555234547,3.12231386353927e-11,4.51621161023585e-09
"88842","chr4",139641172,139641672,501,"*",5.61875422217809,6.45972009951195,3.35860942252891,3.10111067698304,3.13498051050056e-11,4.52936842503436e-09
"65032","chr2",170525425,170525925,501,"*",5.56817825689141,6.42262981805402,3.1868207108156,3.23580910723841,3.14568363099354e-11,4.53966166050959e-09
"69210","chr20",11379531,11380031,501,"*",5.43897137692915,6.34367783599572,2.47134273021257,3.87233510578316,3.17352103674485e-11,4.5746305744677e-09
"20779","chr11",43830793,43831293,501,"*",6.09793711833168,6.86134737665869,4.37295155143817,2.48839582522052,3.18291546053912e-11,4.58296472191043e-09
"86313","chr4",74109460,74109960,501,"*",5.39895165969777,6.30088454394922,2.47134273021257,3.82954181373665,3.19128545966845e-11,4.58980661144968e-09
"29807","chr12",104604021,104604521,501,"*",5.58074990285054,6.43476388763849,3.20350805937271,3.23125582826578,3.19918436577059e-11,4.5959562306538e-09
"98467","chr6",4388638,4389138,501,"*",5.59925328532113,6.44998864693465,3.25244233414574,3.19754631278891,3.26269514575566e-11,4.67733412457312e-09
"82905","chr3",175702782,175703282,501,"*",5.56069367276096,6.41781114362268,3.15397703522656,3.26383410839612,3.26320491615994e-11,4.67733412457312e-09
"72279","chr21",28375669,28376169,501,"*",5.4167512062195,6.30852912785346,2.62627879283291,3.68225033502055,3.30226809958904e-11,4.72798321635518e-09
"24198","chr11",112157271,112157771,501,"*",5.42145103746813,6.3116716116363,2.65082260040437,3.66084901123193,3.31305063245531e-11,4.73807326751094e-09
"91762","chr5",52870394,52870894,501,"*",5.51782021631666,6.40303908942403,2.8090011090401,3.59403798038393,3.36239764254358e-11,4.80323047017948e-09
"115620","chr8",81778853,81779353,501,"*",5.69822169993986,6.52544753851187,3.55088965344277,2.9745578850691,3.37126892234906e-11,4.8104859993006e-09
"101835","chr6",81767231,81767731,501,"*",5.42953643894238,6.37961302235552,1.55174081969369,4.82787220266184,3.37598666772264e-11,4.81180517723541e-09
"104029","chr6",136067543,136068043,501,"*",5.40622090748343,6.3104648305838,2.44534916090128,3.86511566968252,3.40924632458134e-11,4.85375661914469e-09
"101798","chr6",80509162,80509662,501,"*",5.39473913528573,6.29637525339954,2.47134273021257,3.82503252318698,3.41625860012945e-11,4.85828739847109e-09
"6772","chr1",119731062,119731562,501,"*",5.35588583436323,6.27436067005112,2.16993808226025,4.10442258779088,3.44838363177362e-11,4.89529937733441e-09
"35767","chr14",51534585,51535085,501,"*",5.36088455136974,6.29893593560317,1.78847056009387,4.5104653755093,3.4500028721163e-11,4.89529937733441e-09
"8978","chr1",180905848,180906348,501,"*",5.43036320897531,6.31745835254371,2.6986919993566,3.61876635318712,3.45755290312743e-11,4.8989433960777e-09
"49806","chr17",61486640,61487140,501,"*",5.87593428137287,6.68964431590728,3.83064694640156,2.85899736950572,3.46029489711287e-11,4.8989433960777e-09
"58330","chr2",18720370,18720870,501,"*",5.41712072758085,6.36490499447932,1.60295361152149,4.76195138295783,3.48546282545119e-11,4.92691224505856e-09
"29694","chr12",102539819,102540319,501,"*",5.4737200637333,6.3569697459903,2.78847056009387,3.56849918589643,3.48903378829758e-11,4.92691224505856e-09
"3702","chr1",51661012,51661512,501,"*",6.45727941464204,7.15531662077266,5.05260681483538,2.10270980593728,3.49170222645890e-11,4.92691224505856e-09
"60198","chr2",47225300,47225800,501,"*",5.75786512702784,6.57347865696323,3.6986919993566,2.87478665760663,3.4991526402015e-11,4.93193900794267e-09
"67692","chr2",224221454,224221954,501,"*",5.43598513908546,6.38811421498688,1.49864295450465,4.88947126048223,3.5165281949687e-11,4.95048991159471e-09
"113695","chr8",27908098,27908598,501,"*",5.41675585414827,6.33490991462013,2.23631462889095,4.09859528572918,3.52011943072118e-11,4.95048991159471e-09
"61180","chr2",67165052,67165552,501,"*",5.36580045567134,6.28288805870126,2.20350805937271,4.07937999932855,3.56129456155986e-11,5.00194329243121e-09
"113629","chr8",26641596,26642096,501,"*",5.52657672447524,6.38558994734832,3.10152276193905,3.28406718540927,3.56541639463378e-11,5.00194329243121e-09
"107773","chr7",32115689,32116189,501,"*",5.36146734469344,6.29954429344621,1.78847056009387,4.51107373335234,3.57034891311477e-11,5.00194329243121e-09
"52407","chr18",31648839,31649339,501,"*",5.350994662721,6.27696069077938,2.02970084050329,4.24725985027609,3.57247865460747e-11,5.00194329243121e-09
"26561","chr12",43795838,43796338,501,"*",5.77175521593502,6.57830665026139,3.77736713509811,2.80093951516328,3.59314167975931e-11,5.02532754532336e-09
"106188","chr7",5713723,5714223,501,"*",5.74666023971332,6.5623575102258,3.68687273067048,2.87548477955533,3.63554911272024e-11,5.07903828245362e-09
"115662","chr8",85304964,85305464,501,"*",5.42802567164894,6.3149303648204,2.6986919993566,3.6162383654638,3.6558399285701e-11,5.10176684949366e-09
"53031","chr18",49694301,49694801,501,"*",6.33017853346235,7.04820397921546,4.83635736446364,2.21184661475182,3.66346409308543e-11,5.10532244890296e-09
"97478","chr5",169440159,169440659,501,"*",5.41403783775082,6.32645477169371,2.32849723210632,3.99795753958738,3.66643706914404e-11,5.10532244890296e-09
"9240","chr1",184828006,184828506,501,"*",5.67120065944341,6.49991666608143,3.51210175266547,2.98781491341596,3.70755138830847e-11,5.15691127971168e-09
"4376","chr1",62278984,62279484,501,"*",5.43450711412857,6.32943663546375,2.60295361152149,3.72648302394226,3.7387196662184e-11,5.19195041729315e-09
"98454","chr6",4291431,4291931,501,"*",5.55427773739851,6.41072560918425,3.15397703522656,3.25674857395769,3.74092854776112e-11,5.19195041729315e-09
"103575","chr6",126063508,126064008,501,"*",5.58290998019234,6.42664788455784,3.29875747800583,3.12789040655201,3.76461806320044e-11,5.21911836670057e-09
"18189","chr10",118871489,118871989,501,"*",5.48128618901402,6.44361030457055,1.20350805937271,5.24010224519784,3.78044285147025e-11,5.23533555234394e-09
"110694","chr7",102927292,102927792,501,"*",5.65931460591003,6.49151877894258,3.4722421307538,3.01927664818877,3.81413638313106e-11,5.27623586120983e-09
"4845","chr1",75964368,75964868,501,"*",5.44724066903135,6.3263326516538,2.81042428629117,3.51590836536264,3.82691335483096e-11,5.28689490020991e-09
"108318","chr7",41916489,41916989,501,"*",5.37312618684504,6.2945453921052,2.13556832044947,4.15897707165573,3.83058102674332e-11,5.28689490020991e-09
"99362","chr6",19410358,19410858,501,"*",5.52544562210001,6.3879972044892,3.06546282627253,3.32253437821667,3.83434499116539e-11,5.28689490020991e-09
"26153","chr12",27034825,27035325,501,"*",5.59446458588902,6.43775640781845,3.31420567751317,3.12355073030529,3.85029529980884e-11,5.29953517642033e-09
"41256","chr15",70507795,70508295,501,"*",5.36261062784059,6.26976757632152,2.35860942252891,3.91115815379262,3.85186787173994e-11,5.29953517642033e-09
"97737","chr5",173455218,173455718,501,"*",5.49836590609756,6.36734698540347,2.97243288531541,3.39491410008806,3.85661868498059e-11,5.30032278902662e-09
"96589","chr5",151072589,151073089,501,"*",6.34422840191009,7.04704349192293,4.91885218944913,2.1281913024738,3.95869281852907e-11,5.43471971229491e-09
"82736","chr3",172846660,172847160,501,"*",5.37123946778685,6.28473275613854,2.26839174116204,4.01634101497651,3.97114817821973e-11,5.44326296917364e-09
"96936","chr5",158140055,158140555,501,"*",5.54883288889194,6.39940616465311,3.20350805937271,3.1958981052804,3.97349786322233e-11,5.44326296917364e-09
"52496","chr18",34913658,34914158,501,"*",5.35907373576042,6.28350321996385,2.06665431846484,4.21684890149901,3.98374946576107e-11,5.45141949547706e-09
"107026","chr7",22791343,22791843,501,"*",6.11587496191913,6.86043870935031,4.49230959544828,2.36812911390203,3.99867062480401e-11,5.46594144501766e-09
"42642","chr15",92471245,92471745,501,"*",5.5504957519849,6.40654737324568,3.15397703522656,3.25257033801912,4.02280341052312e-11,5.49301031465747e-09
"90649","chr4",184400511,184401011,501,"*",5.34287859367747,6.27237588041027,1.95282700905593,4.31954887135434,4.03191268727705e-11,5.4995289054459e-09
"35740","chr14",50910576,50911076,501,"*",5.48994360558169,6.35439034349782,3.01086298143031,3.34352736206751,4.04519690876836e-11,5.51172200076353e-09
"118794","chr9",7756205,7756705,501,"*",5.7209920242616,6.5380982477794,3.65082260040437,2.88727564737503,4.08114780008829e-11,5.55473992206867e-09
"102338","chr6",100305468,100305968,501,"*",5.46548822338463,6.34804189479944,2.78847056009387,3.55957133470557,4.11568638248911e-11,5.59574543399259e-09
"6202","chr1",110436660,110437160,501,"*",6.08005830976934,6.82694645012687,4.44443283221459,2.38251361791228,4.12273652119205e-11,5.59932947736889e-09
"108159","chr7",39429379,39429879,501,"*",5.550997517645,6.40541743042034,3.16993808226025,3.23547934816009,4.16272743019005e-11,5.64759679117079e-09
"120493","chr9",80061841,80062341,501,"*",6.49377841190972,7.19002475029208,5.09677268430656,2.09325206598552,4.20777115315621e-11,5.70260882820696e-09
"92460","chr5",68549100,68549600,501,"*",5.43911567896426,6.32501584562285,2.72204395611571,3.60297188950714,4.22193874513684e-11,5.71376176650816e-09
"99989","chr6",35024628,35025128,501,"*",5.66336940804148,6.49109518133573,3.51210175266547,2.97899342867027,4.22734681000634e-11,5.71376176650816e-09
"106443","chr7",10874606,10875106,501,"*",5.40310088575916,6.2938100180825,2.62627879283291,3.66753122524959,4.22951336892691e-11,5.71376176650816e-09
"111916","chr7",132650481,132650981,501,"*",5.64146460294495,6.49514456056213,3.26735579120457,3.22778876935756,4.23413906943228e-11,5.7139256301662e-09
"10497","chr1",209356850,209357350,501,"*",5.75915106239705,6.56549939509611,3.7661775915031,2.79932180359301,4.24842602340092e-11,5.72711304910152e-09
"76012","chr3",16370861,16371361,501,"*",5.64989033157011,6.48092782947114,3.4722421307538,3.00868569871733,4.2628818514823e-11,5.74049987923814e-09
"16829","chr10",96366455,96366955,501,"*",5.43561451024365,6.33062765743382,2.60295361152149,3.72767404591233,4.28457284130059e-11,5.76359102931774e-09
"58978","chr2",28691825,28692325,501,"*",6.03024904673386,6.79490549785609,4.29825038433515,2.49665511352093,4.32025617114381e-11,5.79964486013891e-09
"89527","chr4",152205574,152206074,501,"*",5.40434019785694,6.29319923687668,2.65082260040437,3.64237663647232,4.32051870907141e-11,5.79964486013891e-09
"80820","chr3",133644764,133645264,501,"*",5.57439189988911,6.42072461236242,3.26735579120457,3.15336882115785,4.32909899074174e-11,5.80501971642253e-09
"26276","chr12",30719039,30719539,501,"*",5.50838120733591,6.37094303687136,3.04829589296735,3.32264714390401,4.39842564564447e-11,5.89175385429031e-09
"103085","chr6",113449930,113450430,501,"*",5.3822530701486,6.33253395533284,1.49864295450465,4.83389100082819,4.43684863142892e-11,5.93695276997913e-09
"112997","chr8",6274379,6274879,501,"*",5.49497319482207,6.36548616628612,2.95282700905593,3.41265915723019,4.47318414085261e-11,5.97926611839236e-09
"59102","chr2",31401555,31402055,501,"*",5.55543049010555,6.41916047245703,3.0836054552258,3.33555501723123,4.49079917517852e-11,5.99649323126048e-09
"107703","chr7",30545702,30546202,501,"*",5.55251482989287,6.4034893428339,3.20350805937271,3.19998128346119,4.55110109677564e-11,6.07062330523852e-09
"66779","chr2",205722503,205723003,501,"*",5.35396579807029,6.26253841802219,2.32849723210632,3.93404118591587,4.6149031028706e-11,6.14469105897254e-09
"100338","chr6",38432396,38432896,501,"*",5.40251835918467,6.28927852622743,2.67495583233035,3.61432269389707,4.61631710907265e-11,6.14469105897254e-09
"34562","chr13",109998736,109999236,501,"*",5.37359988220734,6.27175595511204,2.49864295450465,3.7731130006074,4.69147500528988e-11,6.2381864504301e-09
"76883","chr3",37713062,37713562,501,"*",5.84692569463786,6.64299174991054,3.92356712485579,2.71942462505475,4.69835203290735e-11,6.24078902699857e-09
"96220","chr5",145531257,145531757,501,"*",5.86942467627719,6.67187745927223,3.90328102942253,2.7685964298497,4.70845817808612e-11,6.24767088709812e-09
"32917","chr13",50334760,50335260,501,"*",5.35712208924206,6.26391347475767,2.35860942252891,3.90530405222876,4.72015416070969e-11,6.25664572198899e-09
"60073","chr2",45812147,45812647,501,"*",6.02875577779415,6.78624034164447,4.33657837742181,2.44966196422267,4.74873635041761e-11,6.28796141464692e-09
"42935","chr15",100042981,100043481,501,"*",5.33230607424402,6.2572812955475,2.02970084050329,4.2275804550442,4.77749537010584e-11,6.31944570061174e-09
"59425","chr2",37775154,37775654,501,"*",5.38660279330798,6.33324985827706,1.60295361152149,4.73029624675557,4.80786340830747e-11,6.35299051115228e-09
"3521","chr1",47409208,47409708,501,"*",6.22103760936395,6.94282642173705,4.70965273306323,2.23317368867383,4.81979458529223e-11,6.36212885258575e-09
"116169","chr8",98367795,98368295,501,"*",5.34299082031777,6.27051530479809,1.99177589082258,4.27873941397551,4.86546037100399e-11,6.4157315902557e-09
"51723","chr18",10131948,10132448,501,"*",6.30551661136493,7.01454397827885,4.85266369123817,2.16188028704068,4.89226358101772e-11,6.444376114011e-09
"66820","chr2",207143620,207144120,501,"*",5.88412314257828,6.6695261597345,4.0290897606597,2.6404363990748,4.89750730119058e-11,6.44459124658327e-09
"13311","chr10",17115583,17116083,501,"*",5.34474331138945,6.26839809056662,2.06665431846484,4.20174377210177,4.97093791602891e-11,6.53443954947253e-09
"14869","chr10",52518392,52518892,501,"*",5.92915038731394,6.70581883426906,4.12741745359464,2.57840138067442,5.03715079387612e-11,6.61121904582389e-09
"93605","chr5",91941536,91942036,501,"*",5.39831625147641,6.28473275613854,2.67495583233035,3.60977692380819,5.03976982413497e-11,6.61121904582389e-09
"109945","chr7",91892632,91893132,501,"*",5.75871507215621,6.56661409886312,3.7549005829814,2.81171351588171,5.08662744517452e-11,6.66579405656278e-09
"79404","chr3",99651508,99652008,501,"*",5.365299080864,6.29966870212914,1.87434948620125,4.42531921592789,5.10029580529168e-11,6.67680829197998e-09
"117927","chr8",133356137,133356637,501,"*",5.64623088012031,6.47176829407978,3.51210175266547,2.95966654141431,5.15729816700496e-11,6.74446996990632e-09
"98471","chr6",4451062,4451562,501,"*",5.58079995124561,6.42251557384942,3.31420567751317,3.10830989633626,5.19429933973085e-11,6.78586261424858e-09
"13724","chr10",25059986,25060486,501,"*",5.65377017550468,6.47856097240555,3.52543615426007,2.95312481814548,5.22043010053979e-11,6.81050494695916e-09
"38120","chr14",96146199,96146699,501,"*",5.49111054771291,6.35380468373262,3.02970084050329,3.32410384322933,5.22389975198756e-11,6.81050494695916e-09
"67735","chr2",225289041,225289541,501,"*",5.36768239194268,6.3155320167555,1.55174081969369,4.76379119706181,5.24120286113975e-11,6.82604789878131e-09
"96217","chr5",145479259,145479759,501,"*",5.45292663230369,6.32884075555603,2.85197280990056,3.47686794565547,5.25700387960672e-11,6.83960467831663e-09
"98379","chr6",3500511,3501011,501,"*",5.32719270472399,6.25589989998509,1.95282700905593,4.30307289092916,5.26406241518806e-11,6.84177095790406e-09
"44566","chr16",48959103,48959603,501,"*",5.65975944750757,6.48532181840693,3.52543615426007,2.95988566414686,5.3060759920132e-11,6.88931782741923e-09
"68348","chr2",235561477,235561977,501,"*",5.90818997604408,6.69446737817347,4.04769264049264,2.64677473768083,5.33575746377128e-11,6.92077204288665e-09
"69404","chr20",18223240,18223740,501,"*",5.59672201654161,6.45765270143179,3.15285554909292,3.30479715233888,5.38895953172941e-11,6.98263835055096e-09
"95025","chr5",125717158,125717658,501,"*",5.34467098874155,6.25263341504401,2.32849723210632,3.92413618293769,5.40421761551416e-11,6.9952633975837e-09
"97595","chr5",171826116,171826616,501,"*",5.35790597695993,6.28227263502366,2.06665431846484,4.21561831655882,5.41025639018473e-11,6.99594132117954e-09
"94063","chr5",103347734,103348234,501,"*",5.61012776016488,6.44658454999718,3.38810593455224,3.05847861544494,5.4900382774547e-11,7.09187714431449e-09
"23276","chr11",86743308,86743808,501,"*",5.98600311221062,6.74685857985257,4.27527052210901,2.47158805774357,5.54080395835037e-11,7.15017358824681e-09
"119991","chr9",69885521,69886021,501,"*",5.48258237301673,6.35192630379603,2.95282700905593,3.3990992947401,5.62148432975259e-11,7.24365882084031e-09
"11118","chr1",221958025,221958525,501,"*",5.35710525303133,6.25991225137627,2.41701144106035,3.84290081031592,5.62466806871607e-11,7.24365882084031e-09
"87980","chr4",117093477,117093977,501,"*",5.55375127209138,6.40666288891379,3.1868207108156,3.21984217809819,5.64490695010957e-11,7.26235026810648e-09
"55599","chr19",28129996,28130496,501,"*",6.19606859914509,6.92998041163462,4.62627879283291,2.30370161880171,5.72917416777628e-11,7.36329484833594e-09
"31720","chr13",26983009,26983509,501,"*",6.72217238284685,7.36815786506356,5.52189693151496,1.8462609335486,5.77008231560286e-11,7.40836520140541e-09
"27404","chr12",53867489,53867989,501,"*",6.20436783850186,6.92627878522607,4.69240858799641,2.23387019722966,5.78146040078985e-11,7.41546829889782e-09
"111893","chr7",131723895,131724395,501,"*",5.64920924731723,6.47856097240555,3.485057416914,2.99350355549155,5.86275673997055e-11,7.51214563614893e-09
"100887","chr6",45951640,45952140,501,"*",5.31904669818707,6.24734000842813,1.95282700905593,4.2945129993722,5.87102679868431e-11,7.51515127615239e-09
"75996","chr3",16143779,16144279,501,"*",5.33465454482187,6.25388953190923,2.13556832044947,4.11832121145976,5.87774518825109e-11,7.51616665947609e-09
"4535","chr1",65467481,65467981,501,"*",5.36084613488166,6.26391347475767,2.41701144106035,3.84690203369732,5.89542413630573e-11,7.52749821675324e-09
"36436","chr14",61331981,61332481,501,"*",5.37834096340368,6.27881297794423,2.47134273021257,3.80747024773167,5.89847477962722e-11,7.52749821675324e-09
